sentiment,username,verified,followersCount,content,date,country,replyCount,retweetCount,likeCount,url,hashtags
,Porsche_gal,FALSE,117,SIGN: Pass New York Ban on Selling Cosmetics Cruelly Tested on Animals https://t.co/CXgRlOpfot #Cosmetics #makeup #Chanel #rabbits #dogs,2022-08-30 16:33:23+00:00,Argentina,0,0,0,https://twitter.com/Porsche_gal/status/1564652514607149056,"['Cosmetics', 'makeup', 'Chanel', 'rabbits', 'dogs']"
,BeautyWBrenda,FALSE,472,"ANNOUNCING🌸Summer #Skincare - Sampling Event🌸  
FREE LIVE EVENT. Limited spots. Complete form to register Deadline is July 22/22 https://t.co/f6t3IabZIU
#skincareevent #skincaredaily #skincareshop  #skincarelover  #skincareproducts  #onlineevent #facebooklive #freesamples https://t.co/TMChGCYmzq",2022-07-11 00:15:43+00:00,Argentina,0,0,1,https://twitter.com/BeautyWBrenda/status/1546287081126756354,"['Skincare', 'skincareevent', 'skincaredaily', 'skincareshop', 'skincarelover', 'skincareproducts', 'onlineevent', 'facebooklive', 'freesamples']"
,JTheplushbeauty,FALSE,220,"Watch this😜😂🎨
RT if you can relate 🤣✨

Follow for more bold and colorful makeup looks💛💙

Check out previous post on my IG for makeup details 🫶🏽 
https://t.co/t44Q6Yceyr

#makeuptransitions #makeupartistsworldwide #makeupideas #makeupoftheday https://t.co/nZf2FsdiFC",2022-07-18 00:36:58+00:00,Mexico,0,1,2,https://twitter.com/JTheplushbeauty/status/1548829143458058243,"['makeuptransitions', 'makeupartistsworldwide', 'makeupideas', 'makeupoftheday']"
,Shailaaswal1,FALSE,49,"Bengali mother makeuplook 
.
.
.
#bengalimother #bengalimakeup #makeupartist    #naturalmakeupartist #makeuptransformation https://t.co/OiDvfDLlXc",2022-08-22 04:48:15+00:00,Argentina,0,0,0,https://twitter.com/Shailaaswal1/status/1561575959035367426,"['bengalimother', 'bengalimakeup', 'makeupartist', 'naturalmakeupartist', 'makeuptransformation']"
,nimperceptible_,FALSE,1,"Here's “To Happy Skin”! The series about my journey into finding the best skincare products for my eczema prone skin ✌️🏽

#skin #skincare #eczema #skincareroutine #routine #happyskin #health #skinroutine #skinhealth #motivation #progress #blog #newblog #blogpost #newpost https://t.co/vkQBS4VTtF",2022-08-27 01:30:53+00:00,Argentina,1,0,0,https://twitter.com/nimperceptible_/status/1563338226102079489,"['skin', 'skincare', 'eczema', 'skincareroutine', 'routine', 'happyskin', 'health', 'skinroutine', 'skinhealth', 'motivation', 'progress', 'blog', 'newblog', 'blogpost', 'newpost']"
,JoeyDGates,FALSE,381,Women of A.I. No.7 via @signArtApp -  https://t.co/7Nk6Xia0b6 #women #antlers #joeyg #AI #beauty #NFT #SignArt,2022-08-30 22:19:46+00:00,Argentina,0,3,5,https://twitter.com/JoeyDGates/status/1564739682792906752,"['women', 'antlers', 'joeyg', 'AI', 'beauty', 'NFT', 'SignArt']"
,FeminaIndia,TRUE,602942,"A definitive guide to everything from trims to at-home and in-clinic treatments for your D-day!

#beauty #cosmetics #makeup #makeupaddict #flawless #instabeauty #beautypicks #beautysecret #beautytips #makeupparty
https://t.co/qBlowAoxn3",2022-08-30 09:44:19+00:00,Argentina,0,0,1,https://twitter.com/FeminaIndia/status/1564549569291161601,"['beauty', 'cosmetics', 'makeup', 'makeupaddict', 'flawless', 'instabeauty', 'beautypicks', 'beautysecret', 'beautytips', 'makeupparty']"
,ZoyaSpa,FALSE,3,"Ice Roller for Face Facial Skin Care Tools Face Roller Massager Cryotherapy - Reduce Puffiness Migraine Pain Relief (Mid Night)
#skincare #relax #iceroller #facecare #massager #cryotherapy #amazon #affiliatelink 
https://t.co/af6r8njUsh https://t.co/0TT6X0cM3Y",2022-08-12 07:10:56+00:00,Argentina,0,1,0,https://twitter.com/ZoyaSpa/status/1557987986050007042,"['skincare', 'relax', 'iceroller', 'facecare', 'massager', 'cryotherapy', 'amazon', 'affiliatelink']"
,StudioWest1,FALSE,52,#beauty starts at Vida Salon and Spa @ Evans Dermatology https://t.co/r7jf0ChjPD,2022-06-22 00:23:12+00:00,Mexico,0,0,0,https://twitter.com/StudioWest1/status/1539403593609949184,['beauty']
,BeaulineBeauty,FALSE,2,"After that amazing weekend we all need a good face mask, an ice roller and the perfect rehydrating cream #cream #skincare #skin #skincareroutine #skincareproducts https://t.co/MVp0OxX0l3",2022-08-29 18:27:50+00:00,Argentina,0,0,0,https://twitter.com/BeaulineBeauty/status/1564318927630499842,"['cream', 'skincare', 'skin', 'skincareroutine', 'skincareproducts']"
,doseofchez,FALSE,88,"my very first FACE palette 🎨 launching 06.16 @_facecosmetics 🖤 
follow my cosmetic line via instagram for all updates @ chezcosmeticss 💗
#makeup #vegancosmetics #SupportLocal #supportsmallbusiness #blackowned #makeupartist https://t.co/QwPHhYsA9r",2022-08-26 20:29:30+00:00,Mexico,0,1,2,https://twitter.com/doseofchez/status/1563262381828239360,"['makeup', 'vegancosmetics', 'SupportLocal', 'supportsmallbusiness', 'blackowned', 'makeupartist']"
,alhamadCosmetic,FALSE,2,Samira Toning Milk - one of the most expensive body lotion #beauty #skinwhitenin #bodylotion #cosmetics https://t.co/1rb4ye2Ria,2022-08-30 20:03:15+00:00,Argentina,0,0,1,https://twitter.com/alhamadCosmetic/status/1564705325667737601,"['beauty', 'skinwhitenin', 'bodylotion', 'cosmetics']"
,SkinsationsATL,FALSE,12,"✨ The Skinsations Squad had an awesome time training yesterday for Vascular Lesions! We can't wait to show you!✨
#skincaretips #Trending #ViralVideo #FYP #Training  #Marietta #ATL #AtlantaConnect #explore https://t.co/MfIENMfc0m",2022-08-30 22:15:27+00:00,Argentina,0,0,0,https://twitter.com/SkinsationsATL/status/1564738595101069316,"['skincaretips', 'Trending', 'ViralVideo', 'FYP', 'Training', 'Marietta', 'ATL', 'AtlantaConnect', 'explore']"
,NuSkinNA,FALSE,6240,"Looks like a new Nutricentials pump is around the corner! Mark your calendars for August 3rd 💙💚💜

#NuSkin #Nutricentials #HyaluronicAcidPump #skincare #hydratedskin #dailyskincare #skincareroutine https://t.co/OUgfMUUgNq",2022-07-29 13:00:19+00:00,Argentina,1,2,6,https://twitter.com/NuSkinNA/status/1553002481994661888,"['NuSkin', 'Nutricentials', 'HyaluronicAcidPump', 'skincare', 'hydratedskin', 'dailyskincare', 'skincareroutine']"
,thelavellans,FALSE,258,"No, she saved me 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#twitchaffiliate #makeup #makeupartist #makeuplooks #makeuptransformation #twitchstreamer #twitchtv #twitchgirls #smallstreamer #streamer #streamergirl https://t.co/RWkN7mM5pl",2022-07-25 19:40:29+00:00,Argentina,0,0,4,https://twitter.com/thelavellans/status/1551653633149865984,"['twitchaffiliate', 'makeup', 'makeupartist', 'makeuplooks', 'makeuptransformation', 'twitchstreamer', 'twitchtv', 'twitchgirls', 'smallstreamer', 'streamer', 'streamergirl']"
,Macrisbeauty,FALSE,24,#Facecare products available on https://t.co/0xmZASIArW #cosmetics #skincare #skincareroutine #makeup https://t.co/YedVN3a6md,2022-08-28 11:44:51+00:00,Argentina,0,0,0,https://twitter.com/Macrisbeauty/status/1563855127043121154,"['Facecare', 'cosmetics', 'skincare', 'skincareroutine', 'makeup']"
,DancersRaine,FALSE,2106,"Soft opening of @theprettyyouph Ecoland Davao Branch

#aestheticclinic #beauty #lifestyle @ The Pretty You- Davao https://t.co/bIpzec00Vo",2022-07-28 09:32:20+00:00,Israel,0,0,0,https://twitter.com/DancersRaine/status/1552587752725782531,"['aestheticclinic', 'beauty', 'lifestyle']"
,Qdukan1,FALSE,21,"A must have for holiday season 3D Christmas Acrylic USB Night Light
BUY NOW for only $17.20 FREE SHIPPING!
Buy Now ——&gt;https://t.co/UaBEjI8BM2 
Retweet and share Love!

#accessories #fashion #style #onlineshopping #cosmetics #beauty #useful #hometools #gadgets https://t.co/RxfRHFAkb7",2022-08-30 16:07:15+00:00,Argentina,0,0,0,https://twitter.com/Qdukan1/status/1564645936458088450,"['accessories', 'fashion', 'style', 'onlineshopping', 'cosmetics', 'beauty', 'useful', 'hometools', 'gadgets']"
,AllColorssLLC,FALSE,6,"May your day be as flawless as your makeup @juicydeb69 
#makeup #artist #portfolio #blackownedbusiness #smallbusiness #smallbusinessowner #pinkmakeup #pink #lashes #brows #jamescharlespalette #morphe @ Georgia https://t.co/QNJf44yM6z",2022-08-08 07:07:10+00:00,Mexico,0,2,0,https://twitter.com/AllColorssLLC/status/1556537486272233473,"['makeup', 'artist', 'portfolio', 'blackownedbusiness', 'smallbusiness', 'smallbusinessowner', 'pinkmakeup', 'pink', 'lashes', 'brows', 'jamescharlespalette', 'morphe']"
,yolondafredrick,FALSE,12402,"One of my favorite looks from the J.U.M.P video 💚🖤💖

#jump #yolismakeup #color #blonde #browskin #makeup #hair #style #90s #ciara #makeupoftheday #graphicliner #dance @ Los Angeles, California https://t.co/sPy4O6xXab",2022-08-17 21:35:42+00:00,Argentina,0,8,22,https://twitter.com/yolondafredrick/status/1560017550087446531,"['jump', 'yolismakeup', 'color', 'blonde', 'browskin', 'makeup', 'hair', 'style', '90s', 'ciara', 'makeupoftheday', 'graphicliner', 'dance']"
,markgarrison_,FALSE,581,"Fall is just around the corner, and we can't help but think about the perfect red. | Cut &amp; style by @markgarrisonsalon. 

#fallhairinspo #redhair #hairproducts
#newyorkstylist #nychairsalon
#autumnhaircolor https://t.co/tM23gyo09r https://t.co/OjG1kxtOpL",2022-08-19 18:03:17+00:00,Argentina,0,0,0,https://twitter.com/markgarrison_/status/1560688869963710470,"['fallhairinspo', 'redhair', 'hairproducts', 'newyorkstylist', 'nychairsalon', 'autumnhaircolor']"
,beautyguide4,FALSE,27,"LED Gesichtsmasken - Der neue Beautytrend ""beleuchtet""!

LED face masks - the new beauty trend ""illuminated""!

https://t.co/kDaQBPFpR6

#beauty #trend #trending #beautytrends #likes #follow #women #men https://t.co/Y607zRTJLW",2022-08-15 06:20:24+00:00,Argentina,0,0,1,https://twitter.com/beautyguide4/status/1559062431825018881,"['beauty', 'trend', 'trending', 'beautytrends', 'likes', 'follow', 'women', 'men']"
,TheDiegoWolf,FALSE,255,"What a beautiful gift when I took the babies out for a walk this morning 😍😍😍 I wanna live in the clouds 🤗🤗🤗

#clouds #sunrise #nature #sky #beauty #wonderful #gift #serenity #morning https://t.co/Nd7wcRrY1L",2022-05-15 11:46:06+00:00,Mexico,0,0,4,https://twitter.com/TheDiegoWolf/status/1525804712162996224,"['clouds', 'sunrise', 'nature', 'sky', 'beauty', 'wonderful', 'gift', 'serenity', 'morning']"
,trend_sassy,FALSE,81,"We believe in offering the best skin care treatments to our clients. We want our clients to love themselves and look after their skin as much as they can. Come to us now.
https://t.co/Us7FLgaog7 
#Skincare #SkincareTreatment #skinlove #skintips #skincareroutines #Mississauga https://t.co/rpejPJdL2S",2022-07-29 13:21:31+00:00,Argentina,0,0,1,https://twitter.com/trend_sassy/status/1553007815916023808,"['Skincare', 'SkincareTreatment', 'skinlove', 'skintips', 'skincareroutines', 'Mississauga']"
,misslatifoils,FALSE,864,📷 Hello lovely people 👋🏽. I’m back and so is everything in my shop. She’s fully stocked and ready for you 👆🏽. Simplified skincare for your best glow yet 😍 #simplifiedskincare #plantbasedoil #glowingskin #sofialatifoils #indiebeauty (at UK)... https://t.co/09HMhBkBLU,2022-08-28 19:09:58+00:00,Argentina,0,1,1,https://twitter.com/misslatifoils/status/1563967141002592256,"['simplifiedskincare', 'plantbasedoil', 'glowingskin', 'sofialatifoils', 'indiebeauty']"
,Garners_Garden,FALSE,549,"Bentonite contains other minerals, including calcium, iron, &amp; magnesium, which help make it a skin-soothing all-natural remedy!
▫
https://t.co/DO8bVGUYGR
▫
#garnersgarden #naturalskincare #organicskincare #skincareroutine #clearskin #claymask #bentoniteclay #bentonite #facemask https://t.co/lSP73L93NK",2022-08-19 21:01:15+00:00,Argentina,0,0,2,https://twitter.com/Garners_Garden/status/1560733658197245952,"['garnersgarden', 'naturalskincare', 'organicskincare', 'skincareroutine', 'clearskin', 'claymask', 'bentoniteclay', 'bentonite', 'facemask']"
,GeetaDu74024586,FALSE,1234,"@AshramEstore Very beneficial product 👌
#ashramestore
#multanimitti #facecare
#Ayurveda #Bapuji",2022-08-23 10:43:34+00:00,Argentina,0,0,0,https://twitter.com/GeetaDu74024586/status/1562027762855993344,"['ashramestore', 'multanimitti', 'facecare', 'Ayurveda', 'Bapuji']"
,PhrrniSrang,FALSE,0,"#Dermalogica PhytoNature Firming Serum 1.3 Oz. 821
https://t.co/Gw38yuW6vR",2022-07-20 03:48:04+00:00,Argentina,0,0,0,https://twitter.com/PhrrniSrang/status/1549602013624684544,['Dermalogica']
,portcityheights,FALSE,129,"Good morning #Wilmingtonnc  
A Sitting #beauty on the #capefear river https://t.co/AnJHQ4axUN",2022-08-16 16:19:27+00:00,Mexico,1,1,22,https://twitter.com/portcityheights/status/1559575574141714432,"['Wilmingtonnc', 'beauty', 'capefear']"
,wildnativesaust,FALSE,1,"Try our H2o Skin Drink to see the difference in your skin today. Visit us to learn more - https://t.co/FNBihSnjov 

#organicskincare 
#australianmade 
#skincareroutine 
#skincareproducts 
#naturalskincareroutine https://t.co/YHjKj51UQs",2022-08-29 23:26:00+00:00,Argentina,0,0,1,https://twitter.com/wildnativesaust/status/1564393964735811584,"['organicskincare', 'australianmade', 'skincareroutine', 'skincareproducts', 'naturalskincareroutine']"
,PortiaM_Skin,FALSE,38681,"#skincare #skincareproducts #healthyskincare #healthyskin #healthyskinisin

Image credit📸: from @karabo_kgomo6 https://t.co/9sUM6t4gXF",2022-08-30 08:00:46+00:00,Argentina,2,2,25,https://twitter.com/PortiaM_Skin/status/1564523510256603138,"['skincare', 'skincareproducts', 'healthyskincare', 'healthyskin', 'healthyskinisin']"
,TaraL8503,FALSE,611,I entered @nsdbeauty giveaway to win @derma_e #Anti-Blemish skincare trio! #skincaregiveaway #clearskin  https://t.co/cdF8nqUWF4,2022-08-20 16:37:40+00:00,Argentina,0,0,1,https://twitter.com/TaraL8503/status/1561029711928725506,"['Anti', 'skincaregiveaway', 'clearskin']"
,Fieldgoodfeels,FALSE,0,"Keep calm and don't be afraid of mixing up your skincare routine when you need to! 💜

#FeelGoodInTheField #SkincareRoutines @ Feel good in the Field with Laura https://t.co/QRkTUnFBt1",2022-08-04 10:10:19+00:00,Argentina,0,0,0,https://twitter.com/Fieldgoodfeels/status/1555134024703696897,"['FeelGoodInTheField', 'SkincareRoutines']"
,ysy_beauty,FALSE,2,"Are you interested in custom packaging services? Come check it out, here are some of the special materials we can offer (2/9)
#eyelashbox
#cosmetics
#lashbox
#lashcase 
#eyelashvendor
#eyelashfactory https://t.co/hQGdqlzhpp",2022-08-30 14:07:26+00:00,Argentina,0,0,0,https://twitter.com/ysy_beauty/status/1564615782767550475,"['eyelashbox', 'cosmetics', 'lashbox', 'lashcase', 'eyelashvendor', 'eyelashfactory']"
,wingonaprayer27,FALSE,93,I entered @nsdbeauty giveaway to win @derma_e #Anti-Blemish skincare trio! #skincaregiveaway #clearskin  https://t.co/UtQJq58zCx,2022-08-22 14:12:16+00:00,Argentina,0,0,0,https://twitter.com/wingonaprayer27/status/1561717897994457089,"['Anti', 'skincaregiveaway', 'clearskin']"
,LilE0178,FALSE,5559,"It's bare face Friday 🌝 🎉 Have you tried #TimeWise3D yet? #exfoliate #dailyskincare #facecare #skinlove #skintips #skincareluxury #skincaretips #skincareroutines #skinroutine #skincareshop 
Order online: https://t.co/Ta9kZVWIyx https://t.co/UC0e7ZOeZb",2022-07-08 21:22:55+00:00,Argentina,0,0,1,https://twitter.com/LilE0178/status/1545518817933250560,"['TimeWise3D', 'exfoliate', 'dailyskincare', 'facecare', 'skinlove', 'skintips', 'skincareluxury', 'skincaretips', 'skincareroutines', 'skinroutine', 'skincareshop']"
,VRobertsMUA,FALSE,2687,I’m known for creating natural makeup looks. Lessons available in #southyorkshire and beyond. #makeuplessons #mua I’m award winning for this sh*t dontcha know?! 🤣 https://t.co/KNlPoN4MKG,2022-06-16 09:15:28+00:00,Argentina,2,1,10,https://twitter.com/VRobertsMUA/status/1537363218821267456,"['southyorkshire', 'makeuplessons', 'mua']"
,mhtspace,FALSE,885,"Worldwide, people ask ""How do I get glowing skin?"" frequently. It is a question worth answering, but how? Here we'll answer how to get glowing &amp; clear skin. https://t.co/sBigQUiy5y #ctm #glowingskin #glowingskintips",2022-08-30 22:19:44+00:00,Argentina,0,0,0,https://twitter.com/mhtspace/status/1564739675020963840,"['ctm', 'glowingskin', 'glowingskintips']"
,buy1_best,FALSE,8527,"👉  👈
Conair Reflections DoubleSided LED Lighted Vanity Makeup Mirror 1x10x magnification Rose Gold @buy1_best
#Conair #Reflections #DoubleSided #LED #Lighted #Vanity #Makeup #Mirror #fashion #lifestyle 

Are you ready to be #pretty?! https://t.co/bmRy0lALVv",2022-08-30 18:20:46+00:00,Argentina,0,0,0,https://twitter.com/buy1_best/status/1564679537291538432,"['Conair', 'Reflections', 'DoubleSided', 'LED', 'Lighted', 'Vanity', 'Makeup', 'Mirror', 'fashion', 'lifestyle', 'pretty']"
