sentiment,username,verified,followersCount,content,date,country,replyCount,retweetCount,likeCount,url,hashtags,processed,cleantext_no_spell,cleantext_no_spell_no_lemma
1,AboutFaceSkinCo,False,301,"Scalpel aside, one of the best tools for non-invasive neck rejuvenation!  We are loving @sofwave !  Register for @AboutFaceSkinCo with Chrissy Thomas, RN, BSN for our upcoming educational launch webinar on May 4th, 7 PM.
https://t.co/aIeb2A4OQp
#skincare #wrinklereduction https://t.co/kKIvVQjJdR",2022-04-29 17:07:13+00:00,Mexico,0,0,0,https://twitter.com/AboutFaceSkinCo/status/1520087321382686720,"['skincare', 'wrinklereduction']",scale aside one of the best tool for non invasive neck rejuvenation we be love register for with chris thomas right now bin for our upcoming educational launch seminar on may 4th 7 pm,scale aside one of the best tool for non invasive neck rejuvenation we be love register for with chris thomas right now bin for our upcoming educational launch seminar on may 4th 7 pm,scale aside one of the best tool for non invasive neck rejuvenation we be love register for with chris thomas right now bin for our upcoming educational launch seminar on may 4th 7 pm
1,CedarsDerm,False,1412,"1. Cleanse 
2. Tone
3. Serum &amp; Booster 
4. Moisturise 
5. Mask &amp; exfoliate

#skincare #skincareroutine #skincareroutines #skincaretips #skincarecommunity #skincaremyths #skincareaddict #skincarejunkie #skincarejourney #skincareluxury #selfcare #skintransformation #healthyskin https://t.co/87zSM1q5am",2022-07-08 11:00:33+00:00,Argentina,0,0,1,https://twitter.com/CedarsDerm/status/1545362197550866433,"['skincare', 'skincareroutine', 'skincareroutines', 'skincaretips', 'skincarecommunity', 'skincaremyths', 'skincareaddict', 'skincarejunkie', 'skincarejourney', 'skincareluxury', 'selfcare', 'skintransformation', 'healthyskin']",1 cleanse 2 tone 3 serum amp booster 4 moisture 5 mask amp exfoliate,1 cleanse 2 tone 3 serum amp booster 4 moisture 5 mask amp exfoliate,1 cleanse 2 tone 3 serum amp booster 4 moisture 5 mask amp exfoliate
0,CelciusCosplay,False,273,"🌠🌠🌠
Hey how are you? Makeup test 🤔🤣 summertime ✨️ 

Have a good day ✨️✨️✨️🙌
#makeup #selfie #glamourmodel #glamour #glammakeup #nudemakeup #redlips #mood #mode #modelshoot #posechallenge #instagram à Switzerland https://t.co/sgUWgOEEPc",2022-05-21 16:02:22+00:00,France,0,0,1,https://twitter.com/CelciusCosplay/status/1528043532958695425,"['makeup', 'selfie', 'glamourmodel', 'glamour', 'glammakeup', 'nudemakeup', 'redlips', 'mood', 'mode', 'modelshoot', 'posechallenge', 'instagram']",shooting_star shooting_star shooting_star hey how be you makeup test thinking_face rolling_on_the_floor_laughing summertime spark have a good day spark spark spark raising_hands a switzerland,shooting_star shooting_star shooting_star hey how be you makeup test thinking_face rolling_on_the_floor_laughing summertime spark have a good day spark spark spark raising_hands a switzerland,shooting_star shooting_star shooting_star hey how be you makeup test thinking_face rolling_on_the_floor_laughing summertime spark have a good day spark spark spark raising_hands a switzerland
1,KNSage,False,388,Sometimes you need a little glitter and sparkle on a Tuesday afternoon. This glitter and sparkle is courtesy of the @shopvioletvoss SunKissed Summer palette (it’s so good!) #PNW #makeupoftheday #summermakeup https://t.co/MrQwy3oEiF,2022-08-23 22:20:46+00:00,Argentina,0,2,5,https://twitter.com/KNSage/status/1562203221401120771,"['PNW', 'makeupoftheday', 'summermakeup']",sometimes you need a little glitter and spare on a tuesday afternoon this glitter and spare be courtesy of the sunkissed summer palette it be so good,sometimes you need a little glitter and spare on a tuesday afternoon this glitter and spare be courtesy of the sunkissed summer palette it be so good,sometimes you need a little glitter and spare on a tuesday afternoon this glitter and spare be courtesy of the sunkissed summer palette it be so good
1,tokskin,False,73,"Nothing beats a healthy glow and skin radiance on the body and face at the late stage in life 💜

——————
——————

#skincare #tokskinglow #skincaretips #youthfulskin #skincareroutines #explorepage✨ https://t.co/26VIDJTp0h",2022-06-25 10:33:13+00:00,Argentina,0,0,1,https://twitter.com/tokskin/status/1540644274445979652,"['skincare', 'tokskinglow', 'skincaretips', 'youthfulskin', 'skincareroutines', 'explorepage']",nothing beat a healthy glow and skin advance on the body and face at the late stage in life purple_heart,nothing beat a healthy glow and skin advance on the body and face at the late stage in life purple_heart,nothing beat a healthy glow and skin advance on the body and face at the late stage in life purple_heart
0,miriamlozoriaaa,False,609,It’s a hot girl summer 🍊 Make up lessons available for only $150 ✅ Direct message to book now 💌 #houstonmua #houstonmakeup #houstonmakeupartist #MakeupTutorial #makeuplessons #beautytraining #makeup https://t.co/FvBHC9XXBw,2022-06-07 15:00:17+00:00,Argentina,0,0,0,https://twitter.com/miriamlozoriaaa/status/1534188501603864576,"['houstonmua', 'houstonmakeup', 'houstonmakeupartist', 'MakeupTutorial', 'makeuplessons', 'beautytraining', 'makeup']",it be a hot girl summer tangerine make up lessons available for only 150 check_mark_button direct message to book now love_letter,it be a hot girl summer tangerine make up lessons available for only 150 check_mark_button direct message to book now love_letter,it be a hot girl summer tangerine make up lessons available for only 150 check_mark_button direct message to book now love_letter
0,Deal_Leads_US,False,1101,"Save 75.0% on select products from FALLCOLO with promo code 75R334N3, through Sep 04 2022 while supplies last.

US only: https://t.co/E5KumXVuOP

#Amazon #Beauty #Ad #Deal #Bargain #Sale #Voucher #Promo #Coupon #Gifts https://t.co/bLU9DPRqF7",2022-08-30 21:27:20+00:00,Argentina,0,0,0,https://twitter.com/Deal_Leads_US/status/1564726485902102529,"['Amazon', 'Beauty', 'Ad', 'Deal', 'Bargain', 'Sale', 'Voucher', 'Promo', 'Coupon', 'Gifts']",save 75 0 on select products from fallcolo with promo code 75r334n3 through sep 04 2022 while supply last us only,save 75 0 on select products from fallcolo with promo code 75r334n3 through sep 04 2022 while supply last us only,save 75 0 on select products from fallcolo with promo code 75r334n3 through sep 04 2022 while supply last us only
1,theglowingsales,False,213,"This is Bio-Oil Skincare Oil it's ingredients are...
Vitamin A – helps improve the skin’s elasticity, texture and tone
Vitamin E – increases the moisture content of the epidermis, thereby making the skin softer, smoother.
#skincare
#Health 
#skincareproduct
#skincaretips https://t.co/czxqIKo4c1",2022-08-30 11:26:32+00:00,Argentina,0,27,4,https://twitter.com/theglowingsales/status/1564575290206076930,"['skincare', 'Health', 'skincareproduct', 'skincaretips']",this be bio oil sincere oil it be ingredients be vitamin a help improve the skin s elasticity texture and tone vitamin e increase the moisture content of the epidermis thereby make the skin softer smoother,this be bio oil sincere oil it be ingredients be vitamin a help improve the skin s elasticity texture and tone vitamin e increase the moisture content of the epidermis thereby make the skin softer smoother,this be bio oil sincere oil it be ingredients be vitamin a help improve the skin s elasticity texture and tone vitamin e increase the moisture content of the epidermis thereby make the skin softer smoother
1,RrspaceB,False,1,"The 10 Best Body Lotions You'll Ever Use 💦

✨ These are the best-sellers you need to keep your skin hydrated, smooth, and healthy! ✨

🌟Click the link to know more.👇
https://t.co/SESPjLjUpT

#skincare #skincareroutine #skincareproducts #skincaretips #naturalskincare https://t.co/JmfOfuTyh2",2022-08-30 09:43:08+00:00,Argentina,0,0,0,https://twitter.com/RrspaceB/status/1564549269498912768,"['skincare', 'skincareroutine', 'skincareproducts', 'skincaretips', 'naturalskincare']",the 10 best body motion you will ever use sweat_droplets spark these be the best sellers you need to keep your skin hydrate smooth and healthy spark glowing_star click the link to know more backhand_index_pointing_down,the 10 best body motion you will ever use sweat_droplets spark these be the best sellers you need to keep your skin hydrate smooth and healthy spark glowing_star click the link to know more backhand_index_pointing_down,the 10 best body motion you will ever use sweat_droplets spark these be the best sellers you need to keep your skin hydrate smooth and healthy spark glowing_star click the link to know more backhand_index_pointing_down
1,PerfectionbyP,False,426,"3 tips to help these bad habits! 
Do you do any of these?

#skintips #beauty #skincare #imageconsultant https://t.co/zXK7zVfWgJ",2022-08-19 16:08:51+00:00,Argentina,0,0,1,https://twitter.com/PerfectionbyP/status/1560660070387462151,"['skintips', 'beauty', 'skincare', 'imageconsultant']",3 tip to help these bad habit do you do any of these,3 tip to help these bad habit do you do any of these,3 tip to help these bad habit do you do any of these
0,SueNaticsDavao,False,2324,"10 minute makeup... roll na e 🤣🤣🤣

@sueanna_dodd 
styled by @joannagee 
hair by @juliafresh20_ 
#makeupbyjuliuscabanisas 

#makeup #makeupartist #makeupartistph #makeupartistmanila #hairandmakeup #hmua #muaph #celebritymakeupartistph #celebritymakeup #sueramirez https://t.co/HUsxWr9uio",2022-07-29 06:21:14+00:00,Israel,0,1,5,https://twitter.com/SueNaticsDavao/status/1552902050375417857,"['makeupbyjuliuscabanisas', 'makeup', 'makeupartist', 'makeupartistph', 'makeupartistmanila', 'hairandmakeup', 'hmua', 'muaph', 'celebritymakeupartistph', 'celebritymakeup', 'sueramirez']",10 minute makeup roll na e rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing style by hair by,10 minute makeup roll na e rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing style by hair by,10 minute makeup roll na e rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing style by hair by
1,audorain,False,83,"Skin care is a commitment. Don't forget to treat it well! Audora is here help you all the way! 

#audora #skincare  #skin  #skincareproducts #skincareroutine #skinhealth https://t.co/bp0WI8WYag",2022-08-29 04:40:52+00:00,Argentina,0,0,1,https://twitter.com/audorain/status/1564110813668945920,"['audora', 'skincare', 'skin', 'skincareproducts', 'skincareroutine', 'skinhealth']",skin care be a commitment do not forget to treat it well aurora be here help you all the way,skin care be a commitment do not forget to treat it well aurora be here help you all the way,skin care be a commitment do not forget to treat it well aurora be here help you all the way
-1,thelifeactive,False,3,"4 vitamins that lead to acne | vitamins for clear skin complexion.
#vitaminA #vitamin #beautytips #Vitamink #vitaminc #vitamind #health #tipsforpimples #pimples #acne #clearskin 
https://t.co/rlYWrJLQkh",2022-08-22 21:04:11+00:00,Argentina,0,0,0,https://twitter.com/thelifeactive/status/1561821559097987073,"['vitaminA', 'vitamin', 'beautytips', 'Vitamink', 'vitaminc', 'vitamind', 'health', 'tipsforpimples', 'pimples', 'acne', 'clearskin']",4 vitamins that lead to acne vitamins for clear skin complexion,4 vitamins that lead to acne vitamins for clear skin complexion,4 vitamins that lead to acne vitamins for clear skin complexion
1,thebeautygoat,False,182,Join me this weekend and learn how to slay your face. Last day to register for this weekends class is tomorrow. There are only 3 spots left ‼️ Don’t miss it 💄🎨#dmvmakeupartist #dmvmua #dcmakeupartist #dmv #makeupacademy #makeuplessons #makeupclass #learnmakeup #makeupcourse https://t.co/EiHoUnjdXa,2022-08-18 17:40:28+00:00,Argentina,0,0,1,https://twitter.com/thebeautygoat/status/1560320740704096265,"['dmvmakeupartist', 'dmvmua', 'dcmakeupartist', 'dmv', 'makeupacademy', 'makeuplessons', 'makeupclass', 'learnmakeup', 'makeupcourse']",join me this weekend and learn how to slay your face last day to register for this weekend class be tomorrow there be only 3 spot leave double_exclamation_mark do not miss it lipstick artist_palette,join me this weekend and learn how to slay your face last day to register for this weekend class be tomorrow there be only 3 spot leave double_exclamation_mark do not miss it lipstick artist_palette,join me this weekend and learn how to slay your face last day to register for this weekend class be tomorrow there be only 3 spot leave double_exclamation_mark do not miss it lipstick artist_palette
0,WupengH,False,97,"Skull Tarot Bag - Halloween Tarot Pouch - Pentacle Tarot Bag - Black Cat and Skulls Bag for Cosmetics, Runes, Crystals, Divination Charms ✋
 #runes #BlackCat #Cosmetics #SkullTarotBag #SkullsBag #PentacleTarotBag #Charms
https://t.co/AusVUHAJ7R",2022-08-30 13:25:44+00:00,Argentina,0,0,0,https://twitter.com/WupengH/status/1564605290523176962,"['runes', 'BlackCat', 'Cosmetics', 'SkullTarotBag', 'SkullsBag', 'PentacleTarotBag', 'Charms']",skull tarot bag halloween tarot pouch spectacle tarot bag black cat and skulls bag for cosmetics run crystals divination charm raised_hand,skull tarot bag halloween tarot pouch spectacle tarot bag black cat and skulls bag for cosmetics run crystals divination charm raised_hand,skull tarot bag halloween tarot pouch spectacle tarot bag black cat and skulls bag for cosmetics run crystals divination charm raised_hand
0,lauratermini,True,16101,I will dedicate this article to the care of our face with an “international” mask JAPANESE RICE MASK 👉 https://t.co/A75zg5XeTX  #facecare https://t.co/AKG1JMYq0T,2022-08-20 20:00:00+00:00,Argentina,0,0,0,https://twitter.com/lauratermini/status/1561080631269871616,['facecare'],i will dedicate this article to the care of our face with an international mask japanese rice mask backhand_index_pointing_right,i will dedicate this article to the care of our face with an international mask japanese rice mask backhand_index_pointing_right,i will dedicate this article to the care of our face with an international mask japanese rice mask backhand_index_pointing_right
1,EvmeSkincare,False,58,"Change your skincare. Change the world. It’s time for #MyEvme to become #YourEvme – Let's make history! Tag someone who is brave! 

#youngerskin #skinperfect #beautybasics #bebrave https://t.co/dRBKgwJdzi",2022-08-06 18:01:07+00:00,Argentina,0,0,0,https://twitter.com/EvmeSkincare/status/1555977281218265090,"['MyEvme', 'YourEvme', 'youngerskin', 'skinperfect', 'beautybasics', 'bebrave']",change your sincere change the world it be time for to become let us make history tag someone who be brave,change your sincere change the world it be time for to become let us make history tag someone who be brave,change your sincere change the world it be time for to become let us make history tag someone who be brave
1,Jrkresearch1,False,34,"✨Verdura skin brite cream, improves the skin tone and lightens the dark spots, plumps up the skin. 💁🏻‍♀️

It nourishes the skin and provides desired moisturization.

To know more, do visit our website 🌐

📲 https://t.co/VdNVVbIbdq

Reposted from @relatableskincare

#facecare https://t.co/FP7Vkz4eBO",2022-08-19 11:13:48+00:00,Argentina,0,1,0,https://twitter.com/Jrkresearch1/status/1560585819899195392,['facecare'],spark verdana skin write cream improve the skin tone and lighten the dark spot pump up the skin woman_tipping_hand_light_skin_tone it flourish the skin and provide desire moisturization to know more do visit our website globe_with_meridian mobile_phone_with_arrow report from,spark verdana skin write cream improve the skin tone and lighten the dark spot pump up the skin woman_tipping_hand_light_skin_tone it flourish the skin and provide desire moisturization to know more do visit our website globe_with_meridian mobile_phone_with_arrow report from,spark verdana skin write cream improve the skin tone and lighten the dark spot pump up the skin woman_tipping_hand_light_skin_tone it flourish the skin and provide desire moisturization to know more do visit our website globe_with_meridian mobile_phone_with_arrow report from
0,GwenStefaniLov2,False,612,"https://t.co/Sm9bflV76d Need to get out the door quick?! I did this simple look in 10 minutes, using mostly gxve products! Want tips and tricks? Free products? Need advice? I’m here! Get a FREE brow pencil until 8/31! #gxve #makeup  #makeupdeals #freemakeup #beauty #woc https://t.co/k06L87O8yz",2022-08-30 18:16:36+00:00,Argentina,0,2,15,https://twitter.com/GwenStefaniLov2/status/1564678489135005697,"['gxve', 'makeup', 'makeupdeals', 'freemakeup', 'beauty', 'woc']",need to get out the door quick i do this simple look in 10 minutes use mostly give products want tip and trick free products need advice i be here get a free brow pencil until 8 31,need to get out the door quick i do this simple look in 10 minutes use mostly give products want tip and trick free products need advice i be here get a free brow pencil until 8 31,need to get out the door quick i do this simple look in 10 minutes use mostly give products want tip and trick free products need advice i be here get a free brow pencil until 8 31
1,jillionaire5,False,6,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #dermalogica #amika #farah: https://t.co/IBO0W4yiDN https://t.co/4i0TqKPAlJ,2022-08-08 11:31:37+00:00,Argentina,0,0,0,https://twitter.com/jillionaire5/status/1556604036660441088,"['poshmark', 'fashion', 'style', 'shopmycloset', 'dermalogica', 'amika', 'farah']",so good i have to share check out all the items i be love on,so good i have to share check out all the items i be love on,so good i have to share check out all the items i be love on
0,vosacofficial,False,10,"Let's welcome the smooth, bouncy and shiny hair with Vosac’s Onion Conditioner.

Shop Now:
📞 +91-7888354680
🌐 https://t.co/xNrNhmX7sK
📧 info.vosac@gmail.com

#OnionExtract #conditioner #onionconditioner #deepconditioner #healthyhair #haircare #hairproducts #deepconditioning https://t.co/5Lzk0owL0d",2022-08-19 10:09:14+00:00,Argentina,0,0,0,https://twitter.com/vosacofficial/status/1560569572771524608,"['OnionExtract', 'conditioner', 'onionconditioner', 'deepconditioner', 'healthyhair', 'haircare', 'hairproducts', 'deepconditioning']",let us welcome the smooth bounty and shiny hair with vocal s onion conditioner shop now telephone_receiver 91 7888354680 globe_with_meridian e mail info vocal,let us welcome the smooth bounty and shiny hair with vocal s onion conditioner shop now telephone_receiver 91 7888354680 globe_with_meridian e mail info vocal,let us welcome the smooth bounty and shiny hair with vocal s onion conditioner shop now telephone_receiver 91 7888354680 globe_with_meridian e mail info vocal
1,ZeeZest_,False,507730,"All this haircare, but your hair don’t care? 😩

Find the best pick for your hair

#Hair #HairCare #HairProducts #BareAnatomy #KevinMurphy #Arata 

https://t.co/TT6P7aXQVf",2022-08-22 10:30:00+00:00,Argentina,0,0,0,https://twitter.com/ZeeZest_/status/1561661961577738240,"['Hair', 'HairCare', 'HairProducts', 'BareAnatomy', 'KevinMurphy', 'Arata']",all this haircare but your hair do not care weary_face find the best pick for your hair,all this haircare but your hair do not care weary_face find the best pick for your hair,all this haircare but your hair do not care weary_face find the best pick for your hair
-1,Hugo__Sanders,False,288,"I’m not feeling my best physically today but at least my #makeup was #popping last night at #DPW courtesy of @jaelyn.amber 🧡🖤 @ Raleigh, North Carolina https://t.co/ZcFSa32pLy",2022-08-07 11:25:19+00:00,Mexico,0,0,0,https://twitter.com/Hugo__Sanders/status/1556240065898037250,"['makeup', 'popping', 'DPW']",i be not feel my best physically today but at least my be last night at courtesy of orange_heart black_heart leigh north carolina,i be not feel my best physically today but at least my be last night at courtesy of orange_heart black_heart leigh north carolina,i be not feel my best physically today but at least my be last night at courtesy of orange_heart black_heart leigh north carolina
-1,namanyaboaz,False,2570,@kadobamosesUG says I am enemies with bees because of my nose 👃😂 ahundikukwatiraho buddy oryakitebeza ba shwenkuriwe 😂 #hairgoals 😆😂😂 https://t.co/0EGBuzpt1y,2022-08-26 06:00:12+00:00,Argentina,5,0,11,https://twitter.com/namanyaboaz/status/1563043615492157442,['hairgoals'],say i be enemies with be because of my nose nose face_with_tears_of_joy ahundikukwatiraho buddy oryakitebeza ba shwenkuriwe face_with_tears_of_joy grinding_quitting_face face_with_tears_of_joy face_with_tears_of_joy,say i be enemies with be because of my nose nose face_with_tears_of_joy ahundikukwatiraho buddy oryakitebeza ba shwenkuriwe face_with_tears_of_joy grinding_quitting_face face_with_tears_of_joy face_with_tears_of_joy,say i be enemies with be because of my nose nose face_with_tears_of_joy ahundikukwatiraho buddy oryakitebeza ba shwenkuriwe face_with_tears_of_joy grinding_quitting_face face_with_tears_of_joy face_with_tears_of_joy
1,frafrasnaturals,False,58,"Fresh. Cool. Refreshing.

Stay beautiful with Fra Fra's Mini Skincare Fridge!

The Fra Fra's Mini Skincare Fridge is designed to keep your skincare products extra fresh and cool, so they're extra effective. Your pores will love you for it—and so will your skin!

#skincareroutines https://t.co/VrzB3ByT8L",2022-07-07 02:42:01+00:00,Argentina,0,0,0,https://twitter.com/frafrasnaturals/status/1544874346316963840,['skincareroutines'],fresh cool refresh stay beautiful with fra fra s mini sincere fridge the fra fra s mini sincere fridge be design to keep your sincere products extra fresh and cool so they be extra effective your pore will love you for it and so will your skin,fresh cool refresh stay beautiful with fra fra s mini sincere fridge the fra fra s mini sincere fridge be design to keep your sincere products extra fresh and cool so they be extra effective your pore will love you for it and so will your skin,fresh cool refresh stay beautiful with fra fra s mini sincere fridge the fra fra s mini sincere fridge be design to keep your sincere products extra fresh and cool so they be extra effective your pore will love you for it and so will your skin
