sentiment,username,verified,followersCount,content,date,country,replyCount,retweetCount,likeCount,url,hashtags
0,miriamlozoriaaa,FALSE,609,It’s a hot girl summer 🍊 Make up lessons available for only $150 ✅ Direct message to book now 💌 #houstonmua #houstonmakeup #houstonmakeupartist #MakeupTutorial #makeuplessons #beautytraining #makeup https://t.co/FvBHC9XXBw,2022-06-07 15:00:17+00:00,Argentina,0,0,0,https://twitter.com/miriamlozoriaaa/status/1534188501603864576,"['houstonmua', 'houstonmakeup', 'houstonmakeupartist', 'MakeupTutorial', 'makeuplessons', 'beautytraining', 'makeup']"
0,Deal_Leads_US,FALSE,1101,"Save 75.0% on select products from FALLCOLO with promo code 75R334N3, through Sep 04 2022 while supplies last.

US only: https://t.co/E5KumXVuOP

#Amazon #Beauty #Ad #Deal #Bargain #Sale #Voucher #Promo #Coupon #Gifts https://t.co/bLU9DPRqF7",2022-08-30 21:27:20+00:00,Argentina,0,0,0,https://twitter.com/Deal_Leads_US/status/1564726485902102529,"['Amazon', 'Beauty', 'Ad', 'Deal', 'Bargain', 'Sale', 'Voucher', 'Promo', 'Coupon', 'Gifts']"
1,theglowingsales,FALSE,213,"This is Bio-Oil Skincare Oil it's ingredients are...
Vitamin A – helps improve the skin’s elasticity, texture and tone
Vitamin E – increases the moisture content of the epidermis, thereby making the skin softer, smoother.
#skincare
#Health 
#skincareproduct
#skincaretips https://t.co/czxqIKo4c1",2022-08-30 11:26:32+00:00,Argentina,0,27,4,https://twitter.com/theglowingsales/status/1564575290206076930,"['skincare', 'Health', 'skincareproduct', 'skincaretips']"
1,RrspaceB,FALSE,1,"The 10 Best Body Lotions You'll Ever Use 💦

✨ These are the best-sellers you need to keep your skin hydrated, smooth, and healthy! ✨

🌟Click the link to know more.👇
https://t.co/SESPjLjUpT

#skincare #skincareroutine #skincareproducts #skincaretips #naturalskincare https://t.co/JmfOfuTyh2",2022-08-30 09:43:08+00:00,Argentina,0,0,0,https://twitter.com/RrspaceB/status/1564549269498912768,"['skincare', 'skincareroutine', 'skincareproducts', 'skincaretips', 'naturalskincare']"
1,PerfectionbyP,FALSE,426,"3 tips to help these bad habits! 
Do you do any of these?

#skintips #beauty #skincare #imageconsultant https://t.co/zXK7zVfWgJ",2022-08-19 16:08:51+00:00,Argentina,0,0,1,https://twitter.com/PerfectionbyP/status/1560660070387462151,"['skintips', 'beauty', 'skincare', 'imageconsultant']"
0,SueNaticsDavao,FALSE,2324,"10 minute makeup... roll na e 🤣🤣🤣

@sueanna_dodd 
styled by @joannagee 
hair by @juliafresh20_ 
#makeupbyjuliuscabanisas 

#makeup #makeupartist #makeupartistph #makeupartistmanila #hairandmakeup #hmua #muaph #celebritymakeupartistph #celebritymakeup #sueramirez https://t.co/HUsxWr9uio",2022-07-29 06:21:14+00:00,Israel,0,1,5,https://twitter.com/SueNaticsDavao/status/1552902050375417857,"['makeupbyjuliuscabanisas', 'makeup', 'makeupartist', 'makeupartistph', 'makeupartistmanila', 'hairandmakeup', 'hmua', 'muaph', 'celebritymakeupartistph', 'celebritymakeup', 'sueramirez']"
1,audorain,FALSE,83,"Skin care is a commitment. Don't forget to treat it well! Audora is here help you all the way! 

#audora #skincare  #skin  #skincareproducts #skincareroutine #skinhealth https://t.co/bp0WI8WYag",2022-08-29 04:40:52+00:00,Argentina,0,0,1,https://twitter.com/audorain/status/1564110813668945920,"['audora', 'skincare', 'skin', 'skincareproducts', 'skincareroutine', 'skinhealth']"
-1,thelifeactive,FALSE,3,"4 vitamins that lead to acne | vitamins for clear skin complexion.
#vitaminA #vitamin #beautytips #Vitamink #vitaminc #vitamind #health #tipsforpimples #pimples #acne #clearskin 
https://t.co/rlYWrJLQkh",2022-08-22 21:04:11+00:00,Argentina,0,0,0,https://twitter.com/thelifeactive/status/1561821559097987073,"['vitaminA', 'vitamin', 'beautytips', 'Vitamink', 'vitaminc', 'vitamind', 'health', 'tipsforpimples', 'pimples', 'acne', 'clearskin']"
1,thebeautygoat,FALSE,182,Join me this weekend and learn how to slay your face. Last day to register for this weekends class is tomorrow. There are only 3 spots left ‼️ Don’t miss it 💄🎨#dmvmakeupartist #dmvmua #dcmakeupartist #dmv #makeupacademy #makeuplessons #makeupclass #learnmakeup #makeupcourse https://t.co/EiHoUnjdXa,2022-08-18 17:40:28+00:00,Argentina,0,0,1,https://twitter.com/thebeautygoat/status/1560320740704096265,"['dmvmakeupartist', 'dmvmua', 'dcmakeupartist', 'dmv', 'makeupacademy', 'makeuplessons', 'makeupclass', 'learnmakeup', 'makeupcourse']"
0,WupengH,FALSE,97,"Skull Tarot Bag - Halloween Tarot Pouch - Pentacle Tarot Bag - Black Cat and Skulls Bag for Cosmetics, Runes, Crystals, Divination Charms ✋
 #runes #BlackCat #Cosmetics #SkullTarotBag #SkullsBag #PentacleTarotBag #Charms
https://t.co/AusVUHAJ7R",2022-08-30 13:25:44+00:00,Argentina,0,0,0,https://twitter.com/WupengH/status/1564605290523176962,"['runes', 'BlackCat', 'Cosmetics', 'SkullTarotBag', 'SkullsBag', 'PentacleTarotBag', 'Charms']"
0,lauratermini,TRUE,16101,I will dedicate this article to the care of our face with an “international” mask JAPANESE RICE MASK 👉 https://t.co/A75zg5XeTX  #facecare https://t.co/AKG1JMYq0T,2022-08-20 20:00:00+00:00,Argentina,0,0,0,https://twitter.com/lauratermini/status/1561080631269871616,['facecare']
1,EvmeSkincare,FALSE,58,"Change your skincare. Change the world. It’s time for #MyEvme to become #YourEvme – Let's make history! Tag someone who is brave! 

#youngerskin #skinperfect #beautybasics #bebrave https://t.co/dRBKgwJdzi",2022-08-06 18:01:07+00:00,Argentina,0,0,0,https://twitter.com/EvmeSkincare/status/1555977281218265090,"['MyEvme', 'YourEvme', 'youngerskin', 'skinperfect', 'beautybasics', 'bebrave']"
1,Jrkresearch1,FALSE,34,"✨Verdura skin brite cream, improves the skin tone and lightens the dark spots, plumps up the skin. 💁🏻‍♀️

It nourishes the skin and provides desired moisturization.

To know more, do visit our website 🌐

📲 https://t.co/VdNVVbIbdq

Reposted from @relatableskincare

#facecare https://t.co/FP7Vkz4eBO",2022-08-19 11:13:48+00:00,Argentina,0,1,0,https://twitter.com/Jrkresearch1/status/1560585819899195392,['facecare']
0,GwenStefaniLov2,FALSE,612,"https://t.co/Sm9bflV76d Need to get out the door quick?! I did this simple look in 10 minutes, using mostly gxve products! Want tips and tricks? Free products? Need advice? I’m here! Get a FREE brow pencil until 8/31! #gxve #makeup  #makeupdeals #freemakeup #beauty #woc https://t.co/k06L87O8yz",2022-08-30 18:16:36+00:00,Argentina,0,2,15,https://twitter.com/GwenStefaniLov2/status/1564678489135005697,"['gxve', 'makeup', 'makeupdeals', 'freemakeup', 'beauty', 'woc']"
1,jillionaire5,FALSE,6,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #dermalogica #amika #farah: https://t.co/IBO0W4yiDN https://t.co/4i0TqKPAlJ,2022-08-08 11:31:37+00:00,Argentina,0,0,0,https://twitter.com/jillionaire5/status/1556604036660441088,"['poshmark', 'fashion', 'style', 'shopmycloset', 'dermalogica', 'amika', 'farah']"
0,vosacofficial,FALSE,10,"Let's welcome the smooth, bouncy and shiny hair with Vosac’s Onion Conditioner.

Shop Now:
📞 +91-7888354680
🌐 https://t.co/xNrNhmX7sK
📧 info.vosac@gmail.com

#OnionExtract #conditioner #onionconditioner #deepconditioner #healthyhair #haircare #hairproducts #deepconditioning https://t.co/5Lzk0owL0d",2022-08-19 10:09:14+00:00,Argentina,0,0,0,https://twitter.com/vosacofficial/status/1560569572771524608,"['OnionExtract', 'conditioner', 'onionconditioner', 'deepconditioner', 'healthyhair', 'haircare', 'hairproducts', 'deepconditioning']"
1,ZeeZest_,FALSE,507730,"All this haircare, but your hair don’t care? 😩

Find the best pick for your hair

#Hair #HairCare #HairProducts #BareAnatomy #KevinMurphy #Arata 

https://t.co/TT6P7aXQVf",2022-08-22 10:30:00+00:00,Argentina,0,0,0,https://twitter.com/ZeeZest_/status/1561661961577738240,"['Hair', 'HairCare', 'HairProducts', 'BareAnatomy', 'KevinMurphy', 'Arata']"
-1,Hugo__Sanders,FALSE,288,"I’m not feeling my best physically today but at least my #makeup was #popping last night at #DPW courtesy of @jaelyn.amber 🧡🖤 @ Raleigh, North Carolina https://t.co/ZcFSa32pLy",2022-08-07 11:25:19+00:00,Mexico,0,0,0,https://twitter.com/Hugo__Sanders/status/1556240065898037250,"['makeup', 'popping', 'DPW']"
-1,namanyaboaz,FALSE,2570,@kadobamosesUG says I am enemies with bees because of my nose 👃😂 ahundikukwatiraho buddy oryakitebeza ba shwenkuriwe 😂 #hairgoals 😆😂😂 https://t.co/0EGBuzpt1y,2022-08-26 06:00:12+00:00,Argentina,5,0,11,https://twitter.com/namanyaboaz/status/1563043615492157442,['hairgoals']
1,frafrasnaturals,FALSE,58,"Fresh. Cool. Refreshing.

Stay beautiful with Fra Fra's Mini Skincare Fridge!

The Fra Fra's Mini Skincare Fridge is designed to keep your skincare products extra fresh and cool, so they're extra effective. Your pores will love you for it—and so will your skin!

#skincareroutines https://t.co/VrzB3ByT8L",2022-07-07 02:42:01+00:00,Argentina,0,0,0,https://twitter.com/frafrasnaturals/status/1544874346316963840,['skincareroutines']
0,neurosensum,FALSE,79,"8️⃣ days are left for our upcoming #webinar on Indonesian Beauty Trends and Neuro-Marketing 🤩

Tap here to grab your seats now 👉https://t.co/DtZJIcd9rb

Mark the date📌
📆Thursday, 9th June 2022
🕑2 pm Jakarta time

#neuromarketing #indonesia #marketingresearch #beautytrends https://t.co/SdqI2Ewye0",2022-06-03 08:19:54+00:00,Argentina,0,1,1,https://twitter.com/neurosensum/status/1532638191999922176,"['webinar', 'neuromarketing', 'indonesia', 'marketingresearch', 'beautytrends']"
1,time_raki,FALSE,5,"Proactiv Hydrating Facial Toner for Sensitive Skin - Alochol Free Toner for Face Care - Pore Tightening Glycolic Acid and Witch Hazel Formula - Acne Toner to Balance Skin and Remove Impurities, 6 oz.

Alcoholvisit this link&gt;&gt; https://t.co/7ZTGOyALTC
#facecare #facewash #Skin",2022-08-19 10:48:56+00:00,Argentina,0,0,1,https://twitter.com/time_raki/status/1560579562173394945,"['facecare', 'facewash', 'Skin']"
0,AikenMalaysia,FALSE,747,"#AikenVitaCBright

We’ve got a new range coming soon!! 😲🤩🤩

Stay tuned on our FB and IG page for more updates! 

#Aikenmalaysia #newskincare #AikenVitaCBright https://t.co/s2CnvGxYRB",2022-03-01 03:24:17+00:00,Argentina,0,1,11,https://twitter.com/AikenMalaysia/status/1498499339525947393,"['AikenVitaCBright', 'Aikenmalaysia', 'newskincare', 'AikenVitaCBright']"
0,PrettyPriice,FALSE,729,"Come Shop &amp; book with me all professional products with a licensed esthetician! 
#Dermalogica 
#licensedesthtician 
#facials
#waxing
#walnutcreek https://t.co/Y0TP3Wr08N",2022-07-19 18:49:02+00:00,Argentina,0,1,0,https://twitter.com/PrettyPriice/status/1549466361394368512,"['Dermalogica', 'licensedesthtician', 'facials', 'waxing', 'walnutcreek']"
0,bluemercury,FALSE,12059,Are we the only ones? #skincarelovers #skincare https://t.co/OH94pscaje,2022-08-30 22:23:06+00:00,Argentina,1,0,4,https://twitter.com/bluemercury/status/1564740522853416960,"['skincarelovers', 'skincare']"
0,JaneCowanWax,FALSE,449,"Education never ends in my field!❤️💙🤍

#dermalogica #dermalogicaskincare #dermalogicapro #pinkmoonpdxskincare #pinkmoonpdx #antiaging @ Pink Moon, fka Jane Cowan, Facials and Waxing https://t.co/tbjZAUnWhe",2022-08-01 00:07:06+00:00,Argentina,0,0,0,https://twitter.com/JaneCowanWax/status/1553895059396956160,"['dermalogica', 'dermalogicaskincare', 'dermalogicapro', 'pinkmoonpdxskincare', 'pinkmoonpdx', 'antiaging']"
0,Kasdeya83,FALSE,197,Wild Science Lab Bright Start SPF 30 Broad Spectrum UV Shield 10ml #skincare #skincareroutine #skincareproducts #beauty #skincaretips #SPF30 #wildscience https://t.co/DU7hvU0Lmu #eBay via @eBay_UK,2022-08-29 13:24:50+00:00,Argentina,0,0,0,https://twitter.com/Kasdeya83/status/1564242675800358912,"['skincare', 'skincareroutine', 'skincareproducts', 'beauty', 'skincaretips', 'SPF30', 'wildscience', 'eBay']"
1,FayesLuxury,FALSE,2,"The Absolute Restoring Eye Cream, 30 DOSE 

A powerful targeted treatment to lift, firm, and revitalize.

#antiaging #skincare #healthyskin #glowingskin #skin #skincareroutine #skincaretips #antiagingskincare

https://t.co/dZ3T0TqQzl",2022-08-28 08:07:42+00:00,Argentina,0,1,0,https://twitter.com/FayesLuxury/status/1563800475710939137,"['antiaging', 'skincare', 'healthyskin', 'glowingskin', 'skin', 'skincareroutine', 'skincaretips', 'antiagingskincare']"
1,lexandjong,FALSE,14,Treat your skin to a NEW lush &amp; comforting cleansing experience while knowing you're treating your skin to a proper clean like no other.  Detoxifying foam technology lifts &amp; absorbs irritating  impurities while respecting your skin's delicate moisture mantle. #newskincare https://t.co/bHfFt8F9JN,2022-03-07 17:00:45+00:00,Argentina,0,0,0,https://twitter.com/lexandjong/status/1500879133953474560,['newskincare']
0,NetElixir,FALSE,1825,"Highlights of this week's #nxtrends include #podcast advertising is soaring above traditional forms of advertising and Gen Z is responding well to #BeReal's authentic photo sharing app. 

#Spotify #beautytrends https://t.co/V0RYpJMsc5",2022-08-08 20:01:20+00:00,Argentina,0,0,0,https://twitter.com/NetElixir/status/1556732312456515585,"['nxtrends', 'podcast', 'BeReal', 'Spotify', 'beautytrends']"
0,Carolyn08299662,FALSE,328,"Start healing your hair with our products with https://t.co/XtIXvvIGYW 
#haircare #hairgrow #hairproducts #haircareroutine  #care #selfcare  #healthyhair #GlowUp  #haircaretips https://t.co/cbI0FAKSGN",2022-08-23 07:36:26+00:00,Argentina,0,0,0,https://twitter.com/Carolyn08299662/status/1561980670599016449,"['haircare', 'hairgrow', 'hairproducts', 'haircareroutine', 'care', 'selfcare', 'healthyhair', 'GlowUp', 'haircaretips']"
1,d_rizsha,FALSE,47,"Try Me Tweet Me with @stylekorean_global 😍😍😍

@tocobo_official @heimish_cosmetic @jumiso_global @cosrx @betheskin 

Can't wait to share my experience with these products. 😉

#korean #skincare #campaign https://t.co/PgZO1tdruS",2022-04-05 04:19:26+00:00,Israel,0,0,1,https://twitter.com/d_rizsha/status/1511196793849397253,"['korean', 'skincare', 'campaign']"
1,beautiscience,FALSE,146,"✨S•A•T•U•R•D•A•Y   S•K•I•N✨

Sleep, beauty! 

The answer is sleep. Your body needs time to rest and replenish. Give it that. Give your skin downtime. 

We all need a nap anyway 😘

#skincare #skintips #naptime #southlaketx #skinaesthetic #thelabmedspa https://t.co/wn7WmvSuG4",2022-08-20 22:13:42+00:00,Argentina,1,0,1,https://twitter.com/beautiscience/status/1561114277397897216,"['skincare', 'skintips', 'naptime', 'southlaketx', 'skinaesthetic', 'thelabmedspa']"
0,millionairebty,FALSE,19,"The Perfect Pair!🧡

Tag a friend who needs this in their life :)

#millionairebeauty  #skincare #skincareroutine #skincareaddict #skincareproducts #skincareluxury #skincarejunkie #skincaretips #luxuryskincare #alwaysgettingbetter #perfectpair https://t.co/ZycwVtqy4t",2022-07-28 17:05:01+00:00,Argentina,0,2,1,https://twitter.com/millionairebty/status/1552701675542020097,"['millionairebeauty', 'skincare', 'skincareroutine', 'skincareaddict', 'skincareproducts', 'skincareluxury', 'skincarejunkie', 'skincaretips', 'luxuryskincare', 'alwaysgettingbetter', 'perfectpair']"
0,GoddessStore,FALSE,487,Every day is showtime. How will I show up today? #showtime #decisionday #justshowup #gowiththeflow #putonyourbiggirlpanties #makeuptransformation #memories #dance #dancer #coach #selfcare @ Shakti Dance Goddess https://t.co/fPfBWzo0NG,2022-03-22 13:21:26+00:00,Australia,0,0,0,https://twitter.com/GoddessStore/status/1506259758839484418,"['showtime', 'decisionday', 'justshowup', 'gowiththeflow', 'putonyourbiggirlpanties', 'makeuptransformation', 'memories', 'dance', 'dancer', 'coach', 'selfcare']"
0,erabeautyusa,FALSE,711,"SKIN Era Face Foundation Y5 &amp; Y7
Quick GRWM 😘 For enquiries on bookings or makeup lessons: Email or WA 0845729476 Check out our Sunniesface &amp; Alyssatbeauty range on https://t.co/a4wov30ceb
___________________________
#erabeautyusa #protips #bridalmakeup ##makeuplessons https://t.co/moGVONyQdS",2022-05-26 19:44:16+00:00,Argentina,0,0,1,https://twitter.com/erabeautyusa/status/1529911315703156737,"['erabeautyusa', 'protips', 'bridalmakeup', 'makeuplessons']"
0,CarolynDearlove,FALSE,1110,"Our fabulous July offers end at midnight tonight 🕛 
There's still time to treat yourself and save ☺️
https://t.co/3IvljbjOGH
#sleepskincarerepeat #mediterraneanlifestyle 
#skincaregoals #dailyskincare #luxuryskincare
#skincarelover #britishbrand #templespaskincare https://t.co/yEeZlYXRA1",2022-07-31 14:33:27+00:00,Argentina,0,0,0,https://twitter.com/CarolynDearlove/status/1553750695240765441,"['sleepskincarerepeat', 'mediterraneanlifestyle', 'skincaregoals', 'dailyskincare', 'luxuryskincare', 'skincarelover', 'britishbrand', 'templespaskincare']"
1,WhiteSkinGuide,FALSE,351,How to #WhitenSkin permanently in just days the natural way https://t.co/uPDQSFI5lt #ClearSkin,2022-08-21 09:34:48+00:00,Argentina,0,0,0,https://twitter.com/WhiteSkinGuide/status/1561285682278064128,"['WhitenSkin', 'ClearSkin']"
1,GlamJunkiescom,FALSE,38,essence und CATRICE Sisterlove Kollektion Disney Villains - See the beauty in everyone! ➡ https://t.co/f1rfG4prdK ⬅ #schminken #Kosmetik #lidschatten #makeuplover #makeupaddict #beauty #makeup #Schönheit https://t.co/wbmU5x1j1Y,2022-08-30 19:01:12+00:00,Argentina,0,1,1,https://twitter.com/GlamJunkiescom/status/1564689713503559684,"['schminken', 'Kosmetik', 'lidschatten', 'makeuplover', 'makeupaddict', 'beauty', 'makeup', 'Schönheit']"
0,TheQuin97647322,FALSE,0,"#TheQuinn #india #WestBengal #organicskincare #natural #acnetreatment #brightskin #serum #healthylifestyle #facialskincare #SkinLove #beautytips #SkincareRoutine  
 Try our new Willow bark Anti Acne Cream. 
 For more details consult with us-https://t.co/0CzsEkCVFR https://t.co/hApWHB5uhY",2022-08-06 09:05:40+00:00,Argentina,0,0,0,https://twitter.com/TheQuin97647322/status/1555842533883686912,"['TheQuinn', 'india', 'WestBengal', 'organicskincare', 'natural', 'acnetreatment', 'brightskin', 'serum', 'healthylifestyle', 'facialskincare', 'SkinLove', 'beautytips', 'SkincareRoutine']"
1,chahyay1,FALSE,284,"Aromatic body mists that make you fall in love with yourself. The type of mist that lasts for hours while making you feel free and alive. Don't wait, Try it now!
🌐 https://t.co/wdInJ8pg8O
#chahyay #jobhichahyay #chahyaycosmetics #makeupessentials #skincareproducts https://t.co/0lKKBTpLHc",2022-08-30 12:00:03+00:00,Argentina,0,0,0,https://twitter.com/chahyay1/status/1564583726348046337,"['chahyay', 'jobhichahyay', 'chahyaycosmetics', 'makeupessentials', 'skincareproducts']"
0,DeadSeaTradeCo,FALSE,1,Jeff Leatham on His ‘Most Personal Fragrance’ and His Melanie Griffith–Recommended Skin-Care Routine https://t.co/ltpqUmz94X #skincare #dailyskincare https://t.co/wxYPp5Cv5C,2022-07-01 02:33:59+00:00,Argentina,0,0,0,https://twitter.com/DeadSeaTradeCo/status/1542697997955366912,"['skincare', 'dailyskincare']"
1,alam1252,FALSE,0,"How to Get Glowy Skin?
Because your skin is your greatest organ, you should take care of it.. more👉 https://t.co/VnNakbC1wh
#BeautyFlash #Glowyskin #makeup #SinPrep #Skin #skincare #skincaretips #Skinroutine #skinnygirl #Fitness #fitnessgirl #FitnessModel #beauty https://t.co/89SoiE2R5l",2022-08-08 08:11:55+00:00,Argentina,0,1,1,https://twitter.com/alam1252/status/1556553781734776837,"['BeautyFlash', 'Glowyskin', 'makeup', 'SinPrep', 'Skin', 'skincare', 'skincaretips', 'Skinroutine', 'skinnygirl', 'Fitness', 'fitnessgirl', 'FitnessModel', 'beauty']"
